This text was added by using code,Progress,Responsible,Notes,Feature Owner,Moderator,Code Collaborator ID,Test Type,Current,Reviewed By,Reviewed,Tested By,Tested,Approved By,Approved
Modules\Alarms\Alarms\AlarmStatusWrapper.cs,33,,,rilehudd,erichewi,,No UT Paperwork,'3c7c50,,,rilehudd,'3c7c50,erichewi,'3c7c50
Modules\Alarms\Alarms\AlarmsWebService.cs,66,,,rilehudd,erichewi,,No UT Paperwork,'c7b594,,'bfc43c,willmorr,'c7b594,erichewi,'c7b594
Modules\Alarms\Alarms\Config.cs,33,,,rilehudd,erichewi,,No UT Paperwork,'3c7c50,,,rilehudd,'3c7c50,erichewi,'3c7c50
Modules\Alarms\Alarms\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'5f5868,,,erichewi,'5f5868,erichewi,'5f5868
Modules\Alarms\Alarms\StationStatus.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'5f5868,,,erichewi,'5f5868,erichewi,'5f5868
Modules\Alarms\Alarms\WebService.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'5f5868,,,erichewi,'5f5868,erichewi,'5f5868
Modules\Alarms\Alarms\WebService.tt,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'5f5868,,,erichewi,'5f5868,erichewi,'5f5868
Modules\AssetStatus\Silverlight\AssetStatus\MainView.xaml,33,,"Approved on previous release, converting to new RecSharp format.",rilehudd,erichewi,,None.,'75dc6b,,,erichewi,'75dc6b,erichewi,'75dc6b
Modules\AssetStatus\Silverlight\AssetStatus\MainView.xaml.cs,33,,"Approved on previous release, converting to new RecSharp format.",rilehudd,erichewi,,None.,'b90c83,,,erichewi,'b90c83,erichewi,'b90c83
Modules\AssetStatus\Silverlight\AssetStatus\MainViewModel.cs,33,,,rilehudd,stango,,No UT Paperwork,'c5dda2,,,erichewi,'c5dda2,stango,'c5dda2
Modules\AssetStatus\Silverlight\AssetStatus\Properties\AppManifest.xml,33,,"Approved on previous release, converting to new RecSharp format.",rilehudd,erichewi,,None.,'ee2e68,,,erichewi,'ee2e68,erichewi,'ee2e68
Modules\AssetStatus\Silverlight\AssetStatus\Properties\AssemblyInfo.cs,33,,"Approved on previous release, converting to new RecSharp format.",rilehudd,erichewi,,None.,'5b1dad,,,erichewi,'5b1dad,erichewi,'5b1dad
Modules\AssetStatus\Silverlight\AssetStatus\RegionContentInfo.cs,33,,"Approved on previous release, converting to new RecSharp format.",rilehudd,erichewi,,None.,'05c403,,,erichewi,'05c403,erichewi,'05c403
Modules\AssetStatus\Silverlight\AssetStatus\StatusConverter.cs,33,,"Approved on previous release, converting to new RecSharp format.",rilehudd,erichewi,,None.,'2ce623,,,erichewi,'2ce623,erichewi,'2ce623
Modules\AssetStatus\Silverlight\AssetStatus\Styles\Theme.xaml,33,,"Approved on previous release, converting to new RecSharp format.",rilehudd,erichewi,,None.,'ee2e68,,,erichewi,'ee2e68,erichewi,'ee2e68
Modules\Events\Event.cs,33,,Automatically Moved/Added 1/7/2013,erichewi,stango,,None.,'e2d8e2,,,erichewi,'e2d8e2,erichewi,'e2d8e2
Modules\Events\EventPanelView.xaml,66,,,erichewi,stango,,No UT Paperwork,'acc88c,rilehudd,'acc88c,rilehudd,'acc88c,stango,'acc88c
Modules\Events\EventPanelView.xaml.cs,66,,,erichewi,stango,,No UT Paperwork,'acc88c,rilehudd,'acc88c,rilehudd,'acc88c,stango,'acc88c
Modules\Events\EventPanelViewModel.cs,33,,Automatically Moved/Added 1/7/2013,erichewi,stango,,None.,'e2d8e2,,,erichewi,'e2d8e2,erichewi,'e2d8e2
Modules\Events\PowerSystemEvent.cs,33,,,erichewi,stango,,Printed Changes Only,'12de6a,rilehudd,,rilehudd,'12de6a,stango,'12de6a
Modules\Events\Properties\AssemblyInfo.cs,33,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'f53756,,,erichewi,'f53756,erichewi,'f53756
Modules\Events\Snapshot.cs,66,,,erichewi,rilehudd,,No UT Paperwork,'107dfb,,'09f442,willmorr,'107dfb,rilehudd,'107dfb
Modules\Events\SnapshotPanelView.xaml,66,,,erichewi,stango,,No UT Paperwork,'b137a4,,'09f442,rilehudd,'b137a4,stango,'b137a4
Modules\Events\SnapshotPanelView.xaml.cs,33,,,erichewi,stango,,No UT Paperwork,'5d61fd,,,rilehudd,'5d61fd,stango,'5d61fd
Modules\Events\SnapshotPanelViewModel.cs,33,,,erichewi,stango,,New File Full Test,'7201e6,,,rilehudd,'7201e6,erichewi,'7201e6
Modules\EventTimeline\EventTimeline.SL\EventMarker.cs,33,,,erichewi,stango,,No UT Paperwork,'1bc7fe,,,rilehudd,'1bc7fe,stango,'1bc7fe
Modules\EventTimeline\EventTimeline.SL\EventTimelineControl.cs,66,,,erichewi,willmorr,,No UT Paperwork,'0a9055,,'1a5a2e,rilehudd,'0a9055,willmorr,'0a9055
Modules\EventTimeline\EventTimeline.SL\EventTimeLineConverters.cs,66,,,erichewi,rilehudd,,No UT Paperwork,'3e460b,,'e6c766,willmorr,'3e460b,rilehudd,'3e460b
Modules\EventTimeline\EventTimeline.SL\EventTimelineView.xaml,33,,,erichewi,erichewi,,No UT Paperwork,'133ccc,,,rilehudd,'133ccc,erichewi,'133ccc
Modules\EventTimeline\EventTimeline.SL\EventTimelineView.xaml.cs,33,,,erichewi,erichewi,,No UT Paperwork,'7ec787,,,rilehudd,'7ec787,erichewi,'7ec787
Modules\EventTimeline\EventTimeline.SL\EventTimelineVM.cs,66,,,erichewi,rilehudd,,No UT Paperwork,'b5a06a,,'8be06c,stango,'b5a06a,erichewi,'b5a06a
Modules\EventTimeline\EventTimeline.SL\Properties\AppManifest.xml,33,,,erichewi,stango,,No UT Paperwork,'848a3b,,,rilehudd,'848a3b,erichewi,'848a3b
Modules\EventTimeline\EventTimeline.SL\Properties\AssemblyInfo.cs,33,,,erichewi,stango,,No UT Paperwork,'35bce8,,,rilehudd,'35bce8,erichewi,'35bce8
Modules\EventTimeline\EventTimeline.SL\RegionContentInfo.cs,33,,,erichewi,stango,,No UT Paperwork,'1f4fb7,,,rilehudd,'1f4fb7,stango,'1f4fb7
Modules\EventTimeline\EventTimeline.SL\Themes\Generic.xaml,33,,,erichewi,erichewi,,No UT Paperwork,'a80715,,,willmorr,'a80715,erichewi,'a80715
Modules\EventTimeline\EventTimeline.SL\TooltipControl.xaml,33,,,erichewi,willmorr,,No UT Paperwork,'3ae84e,,,rilehudd,'3ae84e,willmorr,'3ae84e
Modules\EventTimeline\EventTimeline.SL\TooltipControl.xaml.cs,33,,,erichewi,stango,,No UT Paperwork,'475cc0,,,rilehudd,'475cc0,stango,'475cc0
Modules\EventTimeline\EventTimeline\AnalyticWebService.cs,33,,,erichewi,stango,,No UT Paperwork,'b5a06a,,,stango,'b5a06a,erichewi,'b5a06a
Modules\EventTimeline\EventTimeline\AnalyticWebServiceUtil.cs,33,,,erichewi,erichewi,,No UT Paperwork,'cec793,,,stango,'cec793,erichewi,'cec793
Modules\EventTimeline\EventTimeline\CalculationEngineStandalone\app.config,33,,,erichewi,stango,,,'b78d47,,,stango,'b78d47,erichewi,'b78d47
Modules\EventTimeline\EventTimeline\CalculationEngineStandalone\CalculationEngine\CalculationEngine.cs,33,,,erichewi,rilehudd,,No UT Paperwork,'ddbead,,,willmorr,'ddbead,rilehudd,'ddbead
Modules\EventTimeline\EventTimeline\CalculationEngineStandalone\CalculationEngine\CalculationEngine.g,33,,,erichewi,stango,,No UT Paperwork,'843b35,,,stango,'843b35,erichewi,'843b35
Modules\EventTimeline\EventTimeline\CalculationEngineStandalone\ParseNode.cs,33,,,erichewi,erichewi,,,'0b3bba,,,stango,'0b3bba,erichewi,'0b3bba
Modules\EventTimeline\EventTimeline\CalculationEngineStandalone\Program.cs,33,,,erichewi,erichewi,,New File Full Test,'0b3bba,,,willmorr,'0b3bba,erichewi,'0b3bba
Modules\EventTimeline\EventTimeline\CalculationEngineStandalone\Properties\AssemblyInfo.cs,33,,,erichewi,stango,,,'218606,,,stango,'218606,erichewi,'218606
Modules\EventTimeline\EventTimeline\CalculationEngine\CalculationEngine.g,66,,,erichewi,stango,,,'815fd8,,'617213,stango,'815fd8,erichewi,'815fd8
Modules\EventTimeline\EventTimeline\EventData.cs,33,,,erichewi,stango,,No UT Paperwork,'e43429,,,rilehudd,'e43429,stango,'e43429
Modules\EventTimeline\EventTimeline\IAnalyticWebService.cs,33,,,erichewi,stango,,No UT Paperwork,'d16faf,,,erichewi,'d16faf,stango,'d16faf
Modules\EventTimeline\EventTimeline\Properties\AssemblyInfo.cs,33,,,erichewi,stango,,,'e17813,,,stango,'e17813,erichewi,'e17813
Modules\EventTimeline\EventTimeline\TeamDatabaseUtil.cs,66,,,erichewi,willmorr,,No UT Paperwork,'b9f833,,5945b3,rilehudd,'b9f833,willmorr,'b9f833
Modules\Logs\Logs.SL\App.xaml,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\App.xaml.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\DateTimeFormatConverter.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\LogsView.xaml,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\LogsView.xaml.cs,33,,"Fixed warnings only, no functional change.",stango,erichewi,,None.,'96bd4a,,,rilehudd,'96bd4a,erichewi,'96bd4a
Modules\Logs\Logs.SL\LogsViewModel.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\MainPage.xaml,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\MainPage.xaml.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\Properties\AppManifest.xml,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\Styles\ControlProperties.xaml,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\Styles\ControlStyles.xaml,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs.SL\Styles\Themes.xaml,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs\LogEntry.cs,66,,,stango,erichewi,,,'0e7fc7,,'352740,stango,'0e7fc7,erichewi,'0e7fc7
Modules\Logs\Logs\LoggingWebService.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs\LogsModel.cs,33,,"Fixed warnings only, no functional change.",stango,erichewi,,None.,'96bd4a,,,rilehudd,'96bd4a,erichewi,'96bd4a
Modules\Logs\Logs\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs\WebService.cs,33,,"Fixed warnings only, no functional change.",stango,erichewi,,None.,'96bd4a,,,rilehudd,'96bd4a,erichewi,'96bd4a
Modules\Logs\Logs\WebService.tt,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Logs\Logs\WebServiceDefinition.tt,33,,"Move only, no file content change.",stango,erichewi,,None.,'a5ac0a,,,erichewi,'a5ac0a,erichewi,'a5ac0a
Modules\Map\Map.SL\controls\ColorScale.xaml,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\controls\ColorScale.xaml.cs,33,,"Fixed warnings only, no functional change.",willmorr,erichewi,,None.,'96bd4a,,,rilehudd,'96bd4a,erichewi,'96bd4a
Modules\Map\Map.SL\Helper.cs,33,,,willmorr,erichewi,,,'3543f5,,,erichewi,'3543f5,stango,'3543f5
Modules\Map\Map.SL\Models\AssetSymbolPair.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\Models\ColorOptions.cs,33,,"Fixed warnings only, no functional change.",willmorr,erichewi,,None.,'96bd4a,,,rilehudd,'96bd4a,erichewi,'96bd4a
Modules\Map\Map.SL\Models\ContourCalculationInfo.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\Models\ListenerWrapper.cs,33,,,willmorr,willmorr,,No UT Paperwork,'8d76b8,,,erichewi,'8d76b8,willmorr,'8d76b8
Modules\Map\Map.SL\Models\Locations.cs,33,,,willmorr,willmorr,,No UT Paperwork,'8d76b8,,,erichewi,'8d76b8,willmorr,'8d76b8
Modules\Map\Map.SL\Models\Region.cs,33,,,willmorr,erichewi,,No UT Paperwork,'098704,,,willmorr,'098704,erichewi,'098704
Modules\Map\Map.SL\Models\Settings.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'1de2a3
Modules\Map\Map.SL\Models\TransmissionLine.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\Models\ValueScale.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\Properties\AppManifest.xml,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\RegionContentInfo.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\themes\MapStyle.xaml,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\ViewModels\ColorSchemes.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\ViewModels\MapViewModel.cs,66,,,willmorr,rilehudd,,,'4cde0a,,'93d9ea,willmorr,'4cde0a,erichewi,'4cde0a
Modules\Map\Map.SL\Views\LeftPanelView.xaml,33,,,willmorr,erichewi,,No UT Paperwork,'28bc19,,,dylapowe,'28bc19,erichewi,'28bc19
Modules\Map\Map.SL\Views\LeftPanelView.xaml.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map.SL\Views\MapView.xaml,33,,,willmorr,erichewi,,No UT Paperwork,'78e33c,,,stango,'78e33c,erichewi,'78e33c
Modules\Map\Map.SL\Views\MapView.xaml.cs,33,,,willmorr,erichewi,,No UT Paperwork,'78e33c,,,stango,'78e33c,erichewi,'78e33c
Modules\Map\Map.SL\Views\MessageBoxError.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Map\Map\MapConfig.cs,33,,,willmorr,erichewi,,No UT Paperwork,'a8993b,,,willmorr,'a8993b,erichewi,'a8993b
Modules\Map\Map\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",willmorr,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\ModalAnalysis\ModalAnalysis.SL\Converters\MAResultToColor.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\ModalAnalysis\ModalAnalysis.SL\ModalAnalysisResult.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\ModalAnalysis\ModalAnalysis.SL\Properties\AppManifest.xml,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\ModalAnalysis\ModalAnalysis.SL\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\ModalAnalysis\ModalAnalysis.SL\RegionContentInfo.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\ModalAnalysis\ModalAnalysis.SL\Styles\Theme.xaml,33,,Path change only due to files moving.,stango,erichewi,,None.,'cb89d7,,,erichewi,'cb89d7,erichewi,'cb89d7
Modules\ModalAnalysis\ModalAnalysis.SL\ViewModels\MaChartVM.cs,33,,,erichewi,stango,,No UT Paperwork,'d7ffc5,,,willmorr,'d7ffc5,stango,'d7ffc5
Modules\ModalAnalysis\ModalAnalysis.SL\Views\ChartView.xaml,33,,,stango,erichewi,,No UT Paperwork,'a252b1,,,rilehudd,'a252b1,erichewi,'a252b1
Modules\ModalAnalysis\ModalAnalysis.SL\Views\ChartView.xaml.cs,33,,,stango,stango,,No UT Paperwork,'85db8f,,,rilehudd,'85db8f,stango,'85db8f
Modules\ModalAnalysis\ModalAnalysis\Config.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\ModalAnalysis\ModalAnalysis\MADataWriter.cs,33,,Move and using statements only.,stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\ModalAnalysis\ModalAnalysis\Processor.cs,33,,,stango,erichewi,,,'9b401e,,,erichewi,'9b401e,stango,'30c734
Modules\ModalAnalysis\ModalAnalysis\ProcessorFactory.cs,33,,,stango,erichewi,,,'9b401e,,,erichewi,'9b401e,stango,'30c734
Modules\ModalAnalysis\ModalAnalysis\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\PhasorScope\PhasorScope.SL\Controls\Indicator.cs,66,,,rilehudd,erichewi,,No UT Paperwork,'b3c65d,,'b99513,erichewi,'b3c65d,willmorr,'b3c65d
Modules\PhasorScope\PhasorScope.SL\Controls\PhasorScope.cs,66,,,rilehudd,erichewi,,No UT Paperwork,'a0e28d,,'8350b5,rilehudd,'a0e28d,erichewi,'a0e28d
Modules\PhasorScope\PhasorScope.SL\Controls\PhasorScopeScaleDialog.xaml,33,,Move and using statements only.,rilehudd,erichewi,,None.,'10c627,,,erichewi,'10c627,erichewi,'10c627
Modules\PhasorScope\PhasorScope.SL\Controls\PhasorScopeScaleDialog.xaml.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\PhasorScope\PhasorScope.SL\Properties\AppManifest.xml,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\PhasorScope\PhasorScope.SL\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\PhasorScope\PhasorScope.SL\RegionContentInfo.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\PhasorScope\PhasorScope.SL\Themes\Generic.xaml,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\PhasorScope\PhasorScope.SL\ViewModels\PhasorScopeAssetQuantitySelectionViewModel.cs,33,,,rilehudd,willmorr,,No UT Paperwork,'d3fe16,,,erichewi,'d3fe16,willmorr,'d3fe16
Modules\PhasorScope\PhasorScope.SL\ViewModels\PhasorScopeViewModel.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\PhasorScope\PhasorScope.SL\ViewModels\SelectedIndicatorAssetViewModel.cs,33,,"Move only, no file content change.",rilehudd,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\PhasorScope\PhasorScope.SL\Views\PhasorScopeView.xaml,33,,,rilehudd,willmorr,,No UT Paperwork,'8278fd,,,rilehudd,'8278fd,willmorr,'8278fd
Modules\PhasorScope\PhasorScope.SL\Views\PhasorScopeView.xaml.cs,33,,,rilehudd,erichewi,,No UT Paperwork,'6eb717,,,rilehudd,'6eb717,erichewi,'6eb717
Modules\Search\Search.SL\CompactSearchModule\CompactModule.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\CompactSearchModule\TransitionContentControl.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\Converters\Converters.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\ParametersMessages.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\Properties\AssemblyInfo.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\SearchProfile.cs,66,,,stango,erichewi,,No UT Paperwork,'231f48,rilehudd,'231f48,rilehudd,'231f48,erichewi,'231f48
Modules\Search\Search.SL\SearchViews\AssetView.xaml,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\SearchViews\AssetView.xaml.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\SearchViews\ParametersView.xaml,33,,Move and using statements only.,stango,erichewi,,None.,'10c627,,,erichewi,'10c627,erichewi,'10c627
Modules\Search\Search.SL\SearchViews\ParametersView.xaml.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\SearchViews\QuantityView.xaml,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\SearchViews\QuantityView.xaml.cs,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
Modules\Search\Search.SL\SearchViews\ReferenceView.xaml,33,,"Move only, no file content change.",stango,erichewi,,None.,'30c734,,,erichewi,'30c734,erichewi,'30c734
